ArticleId,Text,Category,Text_Length,Word_Count
1497,klinsmann issue lehmann warning germany coach jurgen klinsmann warned goalkeeper jens lehmann may quit arsenal keep world cup dream alive lehmann understudy oliver kahn german squad lost place manuel alumnia highbury klinsmann said difficult player first choice club jens arsenal number one keeper problem must playing regularly lehmann desperate keep place germany squad country host world cup klinsmann added playing regularly cannot germany number one keeper even number two keeper situation jens currently number two keeper arsenal could critical remains next season,sport,851,82
173,australia rate four year high australia raising benchmark interest rate highest level four year despite sign slowdown country economy reserve bank australia lifted interest rate first upwards move year however shortly bank made decision new figure showed fall economic growth last quarter bank said acted curb inflation move criticised analyst rate hike first since december well flagged advance however opposition party analyst said move ill timed given data showing australian economy grew october december annual basis figure representing decline growth gdp seen july september market expectation consumer spending remains strong however bank concerned growing inflationary pressure recent month become increasingly clear remaining spare capacity labour good market becoming rather limited said ian macfarlane governor reserve bank inflation remains within bank target range however export declined second half fuelling rise country current account deficit difference value import compared export record australian dollar bn australian government said economy remained strong unemployment near year low economy strong properly moderating look like slowing unreasonable way said treasurer peter costello stock market factored likelihood rate rise analyst still expressed concern strength economy annual growth rate lowest seen since post election slump saw back said michael blythe chief economist commonwealth bank australia suggests economy really slow sharply second half,business,2141,203
370,eminem beat elvis number one rapper eminem denied elvis fourth number one year song like toy soldier stormed top single chart track claimed top spot ahead king latest release lonesome tonight fifth series reissue mark th anniversary presley birth almost duet former westlife star brian mcfadden delta goodrem went number three like toy soldier eminem encore album sampled martika hit toy soldier take swipe hip hop feud follows success lose last week number one elvis never slipped place number five released song top one world project tsunami fundraiser grief never grows old slipped four place number eight featuring cliff richard boy george song written former dj mike read album chart athlete latest offering tourist claimed top spot toppling chemical brother push button fell number six,entertainment,1124,125
351,sky take oscar night mantle sky signed major new deal broadcast year academy award taking three year live oscar coverage bbc sky said honoured exclusive broadcasting right promised cover event way broadcaster could bbc denied lost bidding war saying decided pas mantle another broadcaster ceremony hosted newcomer chris rock take place february sky coverage launch nomination january include themed programming across sky channel including sky news sky travel biography channel also month long season oscar winning film sky movie run event live uninterrupted coverage night honoured live exclusive broadcasting right academy award said sky network sophie turner laing sky natural place see biggest prestigious film event year cover event way broadcaster could sky first scooped oscar right bbc bbc back sky forced pull bidding war due financial constraint bbc viewer course able watch quality coverage academy award bbc bulletin news programme spokesman said among film tipped well year academy award martin scorsese aviator jean pierre jeunet long engagement ray charles biopic ray,entertainment,1614,162
186,almagro continues spanish surge unseeded nicolas almagro became fifth spaniard reach last eight buenos aire open ousting eighth seed mariano zabaleta showed admirable resolve win rain affected match compatriot seventh seed rafael nadal also reached last eight beating italian potito starace nadal playing outdoor clay event first time hit powerful forehand oust starace match delayed hour rain always problem stop rain one get used said spanish teenager nadal luckily able keep pace going throughout match play gaston gaudio beat unseeded brazilian flavio saretta day late match,sport,774,86
1578,mcconnell detail scot wave toll least three people scotland died tsunami disaster three missing list first minister told msps figure came statement jack mcconnell scottish parliament wednesday formally expressed scotland sympathy victim indian ocean tidal wave killed mr mcconnell went promise scotland would play part reconstruction effort said provisional figure dead lost provided police mr mcconnell said tragedy persuade everyone step fight global poverty change world better said proud generous response people scotland disaster appeal expected soon top first minister also praised scottish water immediately flying bottled water five large generator disaster zone scottish executive seconded staff aid agency said scotland long term help planned fishing community child service aid charity said must year scotland showed clearly cared happened people elsewhere world whether asia africa mr mcconnell went signal executive would play part make poverty history campaign mounted variety aid charity trade union church run g summit gleneagles july edinburgh architect dominic stephenson became first scot confirmed victim asian tsunami year old holidaying thai island koh phi phi eileen lee still missing,politics,1783,172
2199,asian bank halt dollar slide dollar regained lost ground major currency wednesday south korea japan denied planning sell dollar suffered biggest one day fall four month tuesday fear asian central bank lower reserve dollar japan biggest holder dollar reserve world south korea fourth largest dollar buying yen gmt stronger day also edged higher euro pound one euro worth one pound buying concern rising oil price outlook dollar pushed u stock market tuesday dow jones industrial average closed nasdaq lost dollar latest slide began south korean parliamentary report suggested country bn foreign reserve plan boost holding currency australian canadian dollar wednesday however south korea moved steady financial market issued statement bank korea change portfolio currency reserve due short term market factor japan steadied nerve senior japanese finance ministry official told reuters plan change composition currency holding foreign reserve thinking expanding euro holding japan bn foreign exchange reserve start year u currency lost euro final three month fallen record low staged something recovery analyst however pointed dollar inability recently extend rally despite positive economic corporate data highlighted fact many u economic problem disappeared focus country massive trade budget deficit analyst predicted dollar weakness come,business,2045,192
1534,uk rebate unjustified chirac french president jacques chirac called uk bn rebate european union unjustified speaking summit meeting said unless put discussion eu would never able reach agreement medium term finance earlier foreign secretary jack straw said uk prepared veto bid reduce rebate secured margaret thatcher said remained justified le eu farm money came uk mr chirac told reporter brussels one reasonable budgetary balance put back table british cheque longer justified past uk government official responded even rebate uk pay two half time france contributes eu budget without would pay time much france deal future financing protect rebate member eu gearing tough negotiation budget plan period bloc luxembourg presidency hoping strike deal june summit earlier conservative graham brady said rebate crucial test firmly minister prepared stand britain eu commission president jose manuel barroso indicated want rebate come end mr straw said well veto rebate uk wanted keep tight rein national contribution uk france germany austria netherlands sweden want eu budget capped member state combined national income european commission urged increase mr straw said eu commission proposal would mean hike budget shadow europe minister mr brady said believe essential britain keep rebate think crucial test firmly british government prepared stand britain internationally europe uk already one biggest net contributor eu foreign secretary meanwhile said justice rebate remained one lowest net receipt eu country relatively small size agriculture sector efficiency continues case uk independence party leader roger knapman said rebate set stone reason negotiate extraordinary time becoming biggest contributor eu lose rebate well british taxpayer going bled rate think everyone go european project eu leader holding talk brussels energise sluggish european economy uk prime minister tony blair meeting eu counterpart finalise package measure aimed stimulating growth boosting employment ahead series referendum european constitution plan could introduce free market everything computer service construction critic including germany france believe liberalisation could result company shifting staff cheaper base eastern europe undercutting large eu economy undermining social protection also concern number worker eastern european country head west exacerbating already high unemployment level germany mr straw insisted nothing fear service directorate european country overall benefited hugely free market good said talking developing market internal market service britain low unemployment meant le neurosis people coming eastern european country country like germany france frankly tighter social market much higher level unemployment increasing anxiety people coming said,politics,4044,387
739,u duo first spam conviction brother sister u convicted sending hundred thousand unsolicited e mail message aol subscriber first criminal prosecution internet spam distributor juror virginia recommended man jeremy jaynes serve nine year prison sister jessica degroot fined convicted state law bar sending bulk e mail using fake address formally sentenced next year third defendant richard rutkowski acquitted prosecutor said jaynes snake oil salesman new format using internet peddle useless ware news agency associated press reported fed ex refund processor supposed allow people earn hour working home another item sale internet history eraser sister helped process credit card payment jaynes amassed fortune sale prosecutor said successful ripping people year ap quoted prosecutor russell mcguire saying jaynes also found guilty breaking state law prohibits sending e mail day virginia state attorney general jerry kilgore reportedly said prosecutor asked year jail jaynes jail term sister jaynes lawyer david oblon called nine year recommended term outrageous said client believed innocent pointed three accused lived north carolina unaware virginia state law spam message estimated account least e mail sent,tech,1690,175
569,singer film show festival documentary take candid look life chart topping singer george michael shown year berlin film festival different story screen panorama section festival run february feature singer talking career personal life day wham recent event michael attend festival introduce screening february director southan morris executive producer andy stephen also attend festival minute film see michael discussing early day wham along later career including legal battle record label sony stance iraq war american politics also touch upon turbulent personal life including arrest beverly hill park toilet lewd behaviour death boyfriend anselmo feleppa aid film includes previously unseen footage singer also feature contribution michael former wham partner andrew ridgeley well ex wham backing singer pepsi shirlie contributor include sting mariah carey elton john noel gallagher geri halliwell simon cowell year festival open man man historical epic starring joseph fiennes kristin scott thomas one film competing festival top prize golden bear film competition include life aquatic quirky comedy starring bill murray biopic kinsey feature liam neeson full programme announced february,entertainment,1690,169
137,hillbilly singer scoggins dy country western musician jerry scoggins died los angeles age family said scoggins best remembered singing theme tune popular u tv show beverly hillbilly texan born singer approached producer programme theme tune ballad jed clampett pilot screened show told story poor man striking oil moving beverly hill ran scoggins daugher jane kelly misel said father never tired song would sing least day sing birthday anniversary variety show never stopped performing said film version beverly hillbilly made scoggins came retirement perform theme tune scoggins sang lyric bluegrass star lester flatt earl scruggs played guitar banjo,entertainment,948,97
762,oscar steer clear controversy oscar nomination list left controversial film past year favour safer le contentious cinema best film nominee drawn basis column inch two front runner would michael moore bush baiting documentary fahrenheit mel gibson passion christ film polarised opinion critic talking public turning see fahrenheit breaking u box office record documentary passion christ making u u alone year academy award shied away big name controversy passion christ film accused anti semitic receiving nomination minor category cinematography makeup musical score fahrenheit also overlooked despite winning palme cannes international film festival moore caustic documentary may affected distributor decision enter best picture category rather best documentary say tim dam news editor trade magazine screen international also belief strong political viewpoint moore film sit well academy look past oscar winner nominee conservative oscar voter tend go conservative epic style picture fahrenheit really fit category tend go film like titanic gladiator lord ring film scale often contentious said said oscar voting panel snubbing moore film thought unlikely documentary could ever seriously compete best film category think misjudgement people putting rather deliberate snub said problem mel gibson film believed voting panel may cautious nominating film dialogue aramaic ancient middle eastern language hollywood tend like foreign language film one ever tried film dead language said aside two film potentially contentious picture nomination german film downfall biopic tracing final day nazi leader adolf hitler berlin bunker recognised best foreign film category film caused controversy showing hitler fallible human man rather semi mythical historical monster mr dam said inflammatory film done well germany film portrays hitler human rather kind devil monster another contentious film mr dam said gained nomination best documentary section force charm independent film maker morgan spurlock may forced fast food giant mcdonalds withdraw super size portion u went month long diet eating nothing mcdonalds meal filmed progress film hit around world mr dam said political film quite fun punky well paced morgan spurlock really likeable guy accessible film beat head view fahrenheit moment comedy think way super size put together fact likeable film mean charm dam pick year oscar aviator martin scorsese biopic aviation pioneer hollywood player howard hughes tinseltown seems like nothing picture one,entertainment,3799,361
1733,mobile medium player yet mobile yet ready singing dancing multimedia device replace portable medium player say two report despite move bring music download service mobile people want trade multimedia service size battery life said jupiter separate study gartner also said real time tv broadcast mobile unlikely europe technical issue standard must resolved first said report battery already cope service operator offer like video playback video messaging megapixel camera game amongst others bringing music download service based success computer based download service put demand battery life fifty percent european said size mobile important factor came choosing phone power demand tend mean larger handset mobile phone music service must positioned compete pc music experience handset yet ready said thomas husson mobile analyst jupiter research mobile music service new different enable operator differentiate brand support third generation network launch problem facing mobile music include limited storage phone compared portable player hold gb music mobile industry keen get music downloading success apple itunes napster net music download service phone getting smarter powerful also demand able watch tv move u service like tivo go let people transfer pre recorded tv content onto phone gartner report mobile tv broadcasting europe suggests direct broadcasting wait currently tv like service clip downloaded offered several european operator like italy tim mobile tv overcome several barrier widely taken though said report various standard way getting tv signal mobile worked globally europe trial berlin helsinki making use terrestrial tv mast broadcast compressed signal handset extra receiver service norwegian broadcasting corporation let people watch tv programme mobile hour day service us gp technology one standard mobile tv end european telecommunication institute etsi formally adopted digital video broadcasting handheld dvb h mobile tv broadcasting standard europe operator working standard way bring real time broadcast mobile well trying overcome several barrier cost infrastructure need set service need addressed handset also need able work dvb h standard tv service live expectation digital tv generation expects good quality image low price according analyst people also likely put watching tv small screen said gartner digital video recorder like europe sky box video demand service mean people much control tv watch result people may see broadcasting straight mobile taking away control powerful smartphones like xda ii nokia sonyericsson p orange e offering web access text multimedia messaging e mail calendar gaming becoming increasingly common report analyst instat mdr predicted smartphone shipment grow next five year say smartphones make million million handset shipped globally,tech,3919,405
1014,sullivan could run world sonia sullivan indicated would like participate next month world cross country championship st etienne athletics ireland hinted year old cobh runner may included official line event france march provincial team selected last saturday national santry officially announced week sullivan present preparing london marathon april participation sullivan currentily training base australia would boost ireland team bronze three year agio first three santry last saturday jolene byrne maria mccambridge fionnualla britton automatic selection likely form part long course team sullivan also take part bupa great ireland run april dublin,sport,900,91
1199,sale fail boost high street january sale failed help uk high street recover poor christmas season survey found store received boost bargain hunter trading reverted december level british retail consortium accountant kpmg said sale traditionally strong month rose like like basis compared year earlier consumer remain cautious buying big ticket item like furniture said brc director general kevin hawkins higher interest rate uncertainty housing market continue take toll retail sector brc said clothing footwear sale said generally better december department store also good month three month january like like sale showed growth rate three month december brc said following relatively strong new year bank holiday trading took downward turn said mr hawkins even extending promotion discount pay day boost later month could tempt customer previous brc survey found christmas worst year retailer according office national statistic data sale december failed meet expectation count worst since,business,1377,145
1540,holmes win top tv moment sprinter kelly holmes olympic victory named top television moment bbc poll holmes gold medal victory beat favourite moment drama comedy factual programme voted television viewer natasha kaplinsky strictly come dancing win top entertainment moment little britain breast feeding sketch comedy prize tv moment shown bbc one gmt wednesday double gold medal winner holmes topped best sport moment category beating maria sharapova wimbledon triumph matthew pinsent rowing victory olympics went take overall prize golden tv moment sight former royal correspondent jennie bond dozen rat crawling itv celebrity get named best factual entertainment moment michael buerk return ethiopia year originally reporting famine topped factual category bbc programme world long running soap eastenders best popular drama moment title character dot confided den watt unwell,entertainment,1164,126
1099,bbc denies blackadder tv comeback bbc said plan pipeline new series hit comedy blackadder ended tony robinson played servant baldrick told itv morning show star rowan atkinson keen past robinson added would love another series set different era ranging th century world war bbc said thursday plan comeback final series main character killed charging towards german line ordered trench poignant finale later voted best farewell episode tv series host uk actor including hugh laurie stephen fry miranda richardson also appeared show blackadder returned one special filmed celebrate arrival millennium shown millennium dome greenwich screened bskyb,entertainment,1013,95
281,levy take whitbread novel prize orange prize winner andrea levy seen book small island win whitbread novel year award favourite win overall prize beating booker winner alan hollinghurst line beauty geraldine mccaughrean picked child fiction award third time end world category winner go compete whitbread book year title carry prize panel judge including sir trevor mcdonald actor hugh grant writer joanne harris meet january decide overall winner announcement made later evening bookmaker william hill placed london based levy novel favourite win small island levy fourth novel set post war england centre landlady lodger one jamaican joined british troop fight hitler find life difficult uniform settle london judge included author jenny colgan amanda craig full praise writing could didactic preachy prospect turn hilarious moving humane eye popping hard think anybody enjoying wrote judge first novel section susan fletcher eve green beating favourite jonathan strange mr norrell susanna clarke fletcher recently graduated graduated university east anglia creative writing course waterstone fiction writer buyer suzie doore said great see susan fletcher win first novel category relatively unknown author award give exposure wider mass audience may reached perfect example influence whitbread fresh university certainly one watch biography category john guy life mary queen scot picked winner judge called impressive readable piece scholarship cannot fail leave reader moved intrigued tragic likeable queen guy published many history including tudor england fellow clare college cambridge became honorary research professor university st andrew michael symmons robert fourth collection poem scooped poetry award work mix mysticism erotica philosophy life death resurrection well writing poetry symmons robert also make documentary film child winner mccaughrean went magazine publishing studying teaching previously whitbread prize little lower angel gold dust previously winner blue peter book year,entertainment,2866,283
1451,boateng step election paul boateng chief secretary treasury step labour mp forthcoming general election mr boateng become uk high commissioner south africa uk first black cabinet minister appointed post promoted home office prison minister mr boateng served greater london council elected parliament declaring today brent south tomorrow soweto succeed previous high commissioner ann grant shortly next election widely expected held may appointment dependent labour election prime minister tony blair said paul valued colleague trusted friend many year made immense contribution public life britain delighted agreed continue service people britain acting representative south africa chancellor gordon brown said past eight year paul contribution treasury government exceptional privilege worked closely closely treasury congratulate paul new appointment displayed huge dedication cause african development many year fitting year challenge opportunity african continent paul given pivotal role fight poverty injustice look forward continuing work paul vital agenda mr boateng said honoured asked take role especially come integral time relationship south africa african continent shall many new challenge opportunity ahead look forward embracing great anticipation asked appointed result fair open competition replied appointed result process used labour conservative government appoint people party relevant experience mr boateng also laughed suggestion election brent south seat danger saying one safest labour seat country shadow foreign secretary michael ancram said government would refuse approve either mr boateng appointment ex cabinet minister helen liddell high commissioner australia mr blair appointment paul boateng latest example worrying trend failed tony crony appointed senior diplomatic post said,politics,2709,243
743,ref stand scotland decision referee saturday france v scotland six nation match defended official handling game criticism matt williams scotland coach said side robbed victory poor decision made official nigel williams said satisfied game handled correctly meanwhile matt williams punished scottish rugby union allegedly using bad language comment official denies done nonetheless furious several decision felt denied side famous victory nigel williams told scottish daily mail spoke matt williams post match dinner made mention disallowed try refereeing decision whatsoever matt issue match official welcome phone discus ultimately match assessor every international game give impartial objective view performance official beginning end,sport,1089,100
1851,kennedy make temple address charles kennedy set address people hindu temple part appeal ethnic minority voter liberal democrat leader visit shri swaminarayan mandir temple neasden north west london say labour longer lay exclusive claim vote britain ethnic minority mr kennedy also highlight anger among people race iraq war call balanced approach tackling terrorism saturday speech come day lib dems launched ethnic minority mini manifesto mr kennedy tell audience many people britain race culture religion angry way taken war iraq saw principled stand liberal democrat took time also say lib dems want restore britain reputation world stage fighting international poverty climate change protecting human right mr kennedy say balanced approach tackling terrorism would mean tough measure make britain safe expense people fundamental legal right like happened belmarsh say also mean acting united nation terrorism mr kennedy held talk tony blair friday government plan hold terror suspect house arrest said afterwards prime minister offered movement address concern plan face trouble lord conservative lib dem opposition continues,politics,1578,164
1893,campbell e mail row silly fuss ex medium chief alastair campbell centre new political row e mail containing four letter outburst aimed bbc journalist mr campbell sent missive mistake bbc newsnight sought question role labour controversial poster campaign later contacted show saying original e mail sent error silly fuss mr campbell recently joined labour election campaign e mail revealed day peter mandelson former labour minister european commissioner warned bbc steer away demonising mr campbell mr campbell messaged newsnight programme investigated claim labour advertising agency tbwa blaming controversy campaign poster image including one flying pig another critic claim depicted tory leader michael howard fagin prompted accusation anti semitism claim denied labour mr campbell e mail apparently intended party official suggested get trevor beattie tbwa bos issue statement said spoke trev think tbwa shd give statement newsnight saying party agency work together well nobody spoken standard poster done tbwa according political brief fuck cover something important twat e mail sent mistake newsnight journalist andrew mcfadyen realising error mr campbell e mailed mr mcfadyen pointing mistake suggesting presenter jeremy paxman would seen funny side said good e mail blackberry malarkey looked log sent message realised e mail meant colleague tbwa gone record first three sentence email spot row trevor poster done according brief dreamt flying pig pig great okay circs tory promising tax cut spending rise money tbwa made production campbell swears shock final sentence earlier e mail probably bit colourful personal considering never actually met sure share sense humour star presenter mr p never known silly fuss since last silly fuss go must look forward back later prime minister spokesman asked journalist view mr campbell use abusive language spokesman said person referring capable speaking longer work government foreign secretary jack straw said always good polite relation mr campbell described talented former spin doctor use language mr straw said know odd journalist occasionally used odd word would probably inappropriate circumstance maybe mix wrong kind journalist liam fox tory co chairman said return mr campbell sign new sinister underhand tactic labour,politics,3196,337
2116,cab collect mountain mobile gadget cheaper smaller common ever mean likely lose london alone past six month mobile phone left back black cab according survey work three phone per cab period almost laptop pda palm pocket pc left licensed cab even great good immune losing beloved gadget jemima khan reportedly left ipod phone purse cab asked returned friend turned hugh grant popularity portable gadget grown trust life seem forgetting ever larger number number lost laptop leapt last three year left londoner travelling cab capital world best losing laptop according research licensed taxi driver association pointsec mobile data backup firm twice many laptop left back black cab london nine city helsinki oslo munich paris stockholm copenhagen chicago sydney research lost found gadget carried contrast dane adept losing mobile phone seven time likely leave behind cab traveller german norwegian swede top range phone carry enormous amount data enough hold hundred picture thousand contact detail given people back data pc fair bet even fewer phone carry around could losing fair chunk life back cab least many people collect number phone anywhere else equally phone let navigate contact name many people completely forgotten friend number could reconstruct growing habit losing gadget explains rise firm retrofone let people buy cheap old fashioned phone replace tiny shiny expensive one lost briton growing love phone also led creation mobile equipment national database let register unique id number phone returned event lost stolen according statistic mugging snatch theft offence involve mobile million gadget logged database organisation transport london regularly consult trying unite folk phone gadget driver finding mobile back cab one pleasant thing many found survey else left behind included harp dog hamster baby,tech,2994,276
1349,tory candidate quits remark conservative election challenger quitting quoted wanting period creative destruction public service danny kruger also work tory research unit due take tony blair sedgefield say remark last week misrepresented contest election fear damaging conservative cause tory leader michael howard accepted decision regret mr kruger quoted guardian newspaper saying plan introduce period creative destruction public service statement party said comment taken context fully support party policy approach public service said statement however order avoid misrepresentation view damage party decided stand sedgefield constituency next election mr kruger continuing job tory campaign headquarters labour election coordinator alan milburn claimed mr kruger exposed tory agenda bn cut public service mr milburn said unknown hopeful fighting unwinnable seat man worked heart conservative policy development claim tory planning period creative destruction public service rogue claim authentic shocking voice conservative party reveals true picture would,politics,1554,141
1999,cannabis hope drug firm prescription cannabis drug made uk biotech firm gw pharmaceutical set approved canada drug used treat central nervous system alleviate symptom multiple sclerosis m week ago share gw pharma lost third value uk regulator said wanted evidence drug benefit canadian authority said sativex drug considered approval approximately people canada diagnosed m people suffering condition uk many patient already smoke cannabis relieve symptom gw pharma sativex mouth spray could legally available m sufferer canada within next month first time cannabis based drug approved anywhere world representing landmark gw pharma patient m final approval canada little formality analyst said company expects full approval sativex early delighted receive qualifying notice health canada look forward receiving regulatory approval sativex canada early part said gw pharma executive chairman dr geoffrey guy uk government granted gw pharma licence grow cannabis plant medical research purpose satifex consists cannabis extract containing tetrahydrocannabinol cannabidiol cocktail also proved effective treating patient arthritis thousand plant grown secret location somewhere english countryside despite hope regulatory approval last year series delay put back sativex launch uk latest news sent share gw pharma p p,business,1851,184
2035,error doomed first dome sale initial attempt sell millennium dome failed due catalogue error report government finance watchdog say report said many party involved decision making attraction first went sale millennium exhibition ended national audit office said dome cost taxpayer maintain sell four year closed finally deal turn sport entertainment venue struck could returned public sector wake deal regenerate site greenwich london nao report said sale went avoided many problem previous attempt sell dome deputy prime minister john prescott said good deal secured delivery many benefit secured deal continue substantial progress already made millennium village elsewhere peninsula said edward leigh chairman common public account committee warned government would work hard ensure taxpayer would get full benefit dome deal said report also show first attempt sell dome proved complete fiasco every arm government seems finger pie process confused muddled added four year millennium exhibition closed government finally deal find use white elephant since closed deal incredible may seem bring money provide benefit local area country whole however question luck strong bid turned thefirst abortive attempt nao head sir john bourn said difficult circumstance following failure first competition english partnership office deputy prime minister worked hard get deal,politics,2002,196
248,steady job growth continues u u created fewer job expected december analyst said dip hiring enough derail world biggest economy according labor department figure new job added last month took total million best showing five year job creation one last year main concern u economy worry still remain condition set steady growth analyst said unemployment rate stayed december job need created month figure drop respectable report said michael moran analyst daiwa security payroll growth december little lighter consensus forecast upward revision prior two month increase manufacturing employment manufacturing cyclical area economy showing job growth good indication economy solid growth track mean federal reserve likely continue policy raising interest rate fed lifted borrowing cost five time last year citing evidence u economic recovery becoming robust job creation one last year main concern u economy proved main topic debate u presidential election demand worker far booming condition set steady growth overall compared previous year look great keep going stronger stronger expect case said kurt karl economist swiss new york meanwhile economist cautioned reading much data federal reserve showing unexpected bn drop consumer debt november fall consumer spending make two third u economic activity could help limit extent future interest rate rise economist said could number reason fall borrowing include credit card personal loan noting figure vary month month basis,business,2194,217
1308,sydney return henin hardenne olympic champion justine henin hardenne return action january sydney international tournament belgian competed since losing top world ranking u open september beaten fourth round nadia petrova took time shake virus defend title sydney australian open woman world number one lindsay davenport french open champion anastasia myskina also compete men event world number three lleyton hewitt return defend title along runner carlos moya moya spain davis cup final hero recent win u retire ankle injury first set final tournament director craig watson said message relayed spain davis cup victory saying looking forward trying make disappointment final tournament take place january,sport,1012,103
1077,paraguay novel win u book prize novel set th century paraguay fiction prize u national book award lily tuck news paraguay fictionalised tale paraguayan leader francisco solano lopez irish mistress annual award presented new york wednesday without controversy child author judy blume given honourary medal used ceremony speak censorship sale blume book exceeded million work feature frank narrative family religion sexuality closely watched censor blume said urge ban contagious spread like wildfire community community please speak censor hate publicity medal mark second year row honourary prize went someone notable popular success literary greatness last year honorary winner stephen king accused industry ceremony snobbery popular writer argument award help sell book instead honouring excellence shared everyone year fiction panel overlooked high profile work philip roth plot america instead chose five little known book new york based woman one fiction judge stewart nan carried around note written napkin said would hope caring quality work sale figure make u friend book enemy national book award non fiction prize awarded kevin boyle arc justice focus black family fight live white detroit neighbourhood award created lot interest year surprise inclusion commission report looking event september terrorist attack u pete hautman young people literature prize novel godless winner poetry category jean valentine door mountain new collected poem,entertainment,2129,211
1374,uk economy facing major risk uk manufacturing sector continue face serious challenge next two year british chamber commerce bcc said group quarterly survey company found export picked last three month best level eight year rise came despite exchange rate cited major concern however bcc found whole uk economy still faced major risk warned growth set slow recently forecast economic growth slow little manufacturer domestic sale growth fell back slightly quarter survey firm found employment manufacturing also fell job expectation lowest level year despite positive news export sector worrying sign manufacturing bcc said result reinforce concern sector persistent inability sustain recovery outlook service sector uncertain despite increase export order quarter bcc noted bcc found confidence increased quarter across manufacturing service sector although overall failed reach level start reduced threat interest rate increase contributed improved confidence said bank england raised interest rate five time november august last year rate kept hold since amid sign falling consumer confidence slowdown output pressure cost margin relentless increase regulation threat higher tax remain serious problem bcc director general david frost said consumer spending set decelerate significantly next month unlikely investment export rise sufficiently strongly pick slack,business,1983,190
949,saudi ncci share soar share saudi arabia national company cooperative insurance ncci soared first day trading riyadh trading offer price monday changing hand riyal topping early day demand insurer debut share strong time sale listing part country plan open insurance market boost demand sector deregulation expected boost demand accident damage cover previously ncci legally allowed offer insurance product within saudi arabia however authority turned blind eye many firm selling insurance saudi arabia want fully functioning insurance industry introducing legislation clamp unauthorised company policy maker also want make insurance requirement first take step boost public confidence system analyst said result ncci developed industry flagship firm publicly listed audited account saudi arabia sold million ncci share company total capital last month applicant got share riyal apiece,business,1303,124
429,china suspends power project china ordered halt construction work big power station including two three gorge dam environmental ground move surprising one china struggling increase energy supply booming economy last year province suffered black out state environmental protection agency said project failed proper environmental assessment topping list controversial dam scenic upper yangtze river construction project started without approval assessment environmental impact typical illegal project construction first approval next said sepa vice director pan yue statement agency website project may allowed start work proper permit others would cancelled said altogether agency ordered project halted project included petrochemical plant port fujian bulk list made new power plant extension existing one stoppage would appear another step central government battle control project licensed local official however previous crackdown tended focus project government argued overcapacity steel cement government encouraged construction new electricity generating capacity solve chronic energy shortage forced many factory onto part time working last year china increased generating capacity megawatt mw biggest single project halted xiluodi dam project designed produce mw electricity built jinshajiang river golden sand upper reach yangtze known second third agency list two power station built bn three gorge dam project central yangtze underground mw power plant mw plant three gorge dam proved controversial china half million people relocated make way abroad drawn criticism environmental group overseas human right activist damming upper yangtze also begun attract criticism environmentalist china april central government official ordered halt work nearby nu river part united nation world heritage site three parallel river site cover yangtze mekong nu also known salween according uk published china review move reportedly followed protest thai government downstream impact dam critical documentary made chinese journalist china energy shortage influenced global price oil coal shipping last year,business,2941,286
811,ronaldo considering new contract manchester united winger cristiano ronaldo said close agreeing new contract old trafford portugal star joined august five year deal regular united first team united board already made offer renew contract trying think told news world agent spoken club resolved soon think reach good agreement side ronaldo refused commit long term future club nobody know come tomorrow like know added many bigger better club one ambition big club happy nobody know future,sport,781,75
